user_id,ingreso,ratio_deuda,frecuencia_ahorro,pct_gasto_esencial,tasa_gasto,perfil
USR_0168,5508836.38,0.285,4,0.7855,0.99,En observación
USR_0169,13202677.64,0.7969,12,0.3,0.505,En riesgo
USR_0170,10665580.16,0.5602,7,0.8546,0.591,En observación
USR_0171,8384590.02,0.3913,0,0.4716,0.7916,En observación
USR_0172,5274409.35,0.7691,12,0.4647,1.0477,En riesgo
USR_0173,13797964.53,0.7549,15,0.731,0.9259,En riesgo
USR_0174,12485961.88,0.4556,9,0.3319,1.0845,En riesgo
USR_0175,9427046.61,0.8933,15,0.6331,0.3656,En riesgo
USR_0176,10930103.01,0.5435,7,0.8934,0.5804,En observación
USR_0177,14662496.07,0.1825,2,0.7137,0.6219,En observación
USR_0178,5988145.64,0.2084,11,0.7904,0.5349,Saludable
USR_0179,7306098.79,0.1555,12,0.8998,0.6888,Saludable
USR_0180,6540587.02,0.5036,4,0.2644,0.9859,En observación
USR_0181,7119785.73,0.8648,7,0.224,1.2826,En riesgo
USR_0182,13139060.82,0.5796,0,0.8941,0.8312,En observación
USR_0183,10622357.1,0.2373,2,0.8612,0.7442,En observación
USR_0184,10329591.04,0.6886,6,0.6986,0.6759,En riesgo
USR_0185,14002705.46,0.0945,4,0.8491,1.0028,En riesgo
USR_0186,4583124.46,0.5057,10,0.2392,0.421,En observación
USR_0187,14033790.01,0.5518,10,0.6811,0.6204,En observación
USR_0188,3942565.96,0.8546,10,0.7233,1.0305,En riesgo
USR_0189,1839675.12,0.5497,1,0.8567,1.2663,En riesgo
USR_0190,14638465.58,0.0391,15,0.3704,0.4292,Saludable
USR_0191,13032324.88,0.5583,3,0.2856,1.1743,En riesgo
USR_0192,2023026.27,0.3177,13,0.8407,0.7043,En observación
USR_0193,6632731.34,0.3028,6,0.3309,1.1648,En riesgo
USR_0194,6587841.9,0.3814,6,0.4129,0.769,En observación
USR_0195,13258712.91,0.0527,0,0.6632,1.1866,En riesgo
USR_0196,11098611.4,0.1313,0,0.8016,0.4016,En observación
USR_0197,5988986.75,0.5383,1,0.7099,1.1968,En riesgo
USR_0198,1926649.48,0.1417,11,0.7313,0.3909,Saludable
USR_0199,8303789.76,0.0639,4,0.7165,0.6162,En riesgo
USR_0200,7877868.2,0.8141,0,0.3587,0.7559,En riesgo
USR_0201,14354917.01,0.8505,9,0.7028,0.9123,En riesgo
USR_0202,5141109.98,0.6536,11,0.7465,0.6147,En riesgo
USR_0203,7850324.45,0.9687,15,0.6468,1.1858,En riesgo
USR_0204,7041381.14,0.7739,13,0.4068,0.3214,Saludable
USR_0205,14229606.22,0.1697,10,0.22,1.2089,En riesgo
USR_0206,12537963.72,0.9726,14,0.8154,0.7569,En observación
USR_0207,6870418.69,0.555,3,0.4515,0.3574,En observación
USR_0208,10027335.38,0.5701,7,0.5307,0.7916,En observación
USR_0209,1454392.09,0.148,14,0.6056,0.5468,Saludable
USR_0210,5467629.54,0.8857,7,0.822,0.6261,En riesgo
USR_0211,3043104.07,0.4893,11,0.7786,1.2902,En riesgo
USR_0212,6370485.88,0.2524,6,0.5381,0.5982,Saludable
USR_0213,12862480.73,0.6022,6,0.7526,0.9737,En riesgo
USR_0214,9608508.25,0.0483,11,0.8988,0.4815,Saludable
USR_0215,2861284.91,0.1436,15,0.8319,0.8433,Saludable
USR_0216,9166900.54,0.705,10,0.629,0.9883,En riesgo
USR_0217,8275763.29,0.4757,15,0.5449,0.6813,Saludable
USR_0218,3756700.82,0.3553,11,0.65,0.8197,En observación
USR_0219,10608796.0,0.4495,15,0.8111,0.5842,En observación
USR_0220,9360944.23,0.5467,7,0.453,0.6941,En observación
USR_0221,3984834.22,0.0705,10,0.3541,0.4802,Saludable
USR_0222,1415382.63,0.2106,9,0.8134,0.7438,Saludable
USR_0223,5131739.0,0.896,7,0.7306,1.2978,En riesgo
USR_0224,13620408.07,0.9261,1,0.8806,0.8585,En riesgo
USR_0225,6351011.9,0.8887,8,0.8197,0.7818,En riesgo
USR_0226,10825125.08,0.0522,6,0.5586,1.0894,En riesgo
USR_0227,3675076.36,0.5732,12,0.5267,0.7866,En observación
USR_0228,13111206.64,0.4485,0,0.7341,0.4686,En observación
USR_0229,9914335.23,0.0857,5,0.7664,0.6407,En riesgo
USR_0230,6570414.39,0.7559,10,0.6983,1.0417,En riesgo
USR_0231,8091782.95,0.4747,14,0.3862,1.1903,En riesgo
USR_0232,14713304.62,0.4943,13,0.4891,0.4513,En observación
USR_0233,12037577.34,0.1221,0,0.3597,0.617,En observación
USR_0234,4146087.26,0.9059,10,0.2593,0.7645,En riesgo
USR_0235,11523921.33,0.2217,5,0.3185,0.8107,Saludable
USR_0236,6950019.09,0.2192,13,0.3317,0.512,Saludable
USR_0237,5895108.33,0.3181,2,0.3751,0.5063,En observación
USR_0238,3076082.14,0.4246,10,0.7795,0.4636,En observación
USR_0239,13222150.58,0.2722,12,0.5847,0.9801,En observación
USR_0240,14149626.57,0.6384,5,0.895,0.9784,En riesgo
USR_0241,11275037.3,0.2129,1,0.6041,0.9764,En observación
USR_0242,11736287.24,0.3182,9,0.6023,0.6281,En observación
USR_0243,12520761.21,0.1839,6,0.7735,1.0745,En riesgo
USR_0244,14140249.87,0.1416,8,0.7534,0.7901,Saludable
USR_0245,2394905.54,0.5924,4,0.6956,0.6887,En observación
USR_0246,8529825.33,0.8938,2,0.7621,1.1793,En riesgo
USR_0247,14140013.01,0.4055,15,0.6881,0.5074,En observación
USR_0248,13980811.31,0.2157,7,0.4486,0.581,Saludable
USR_0249,4819958.73,0.2225,6,0.7494,1.2295,En riesgo
USR_0250,11641137.34,0.0519,14,0.377,0.9289,En observación
USR_0251,11717961.26,0.8765,11,0.3396,0.5625,En riesgo
USR_0252,11489063.87,0.9777,1,0.8263,0.3116,En riesgo
USR_0253,14529461.29,0.4735,13,0.4723,1.1898,En observación
USR_0254,5367350.4,0.4321,5,0.2863,1.1058,En riesgo
USR_0255,1327543.94,0.3125,13,0.7948,0.612,En observación
USR_0256,12481021.75,0.1223,2,0.6569,0.4213,En observación
USR_0257,3622058.04,0.2472,12,0.8601,0.5119,Saludable
USR_0258,2014344.49,0.5375,10,0.2519,0.3347,Saludable
USR_0259,7668522.67,0.3987,0,0.5619,0.8593,En observación
USR_0260,10470397.85,0.4314,6,0.8741,1.1315,En riesgo
USR_0261,7597020.68,0.7375,11,0.8857,1.2804,En riesgo
USR_0262,6418350.46,0.0255,6,0.2917,0.999,En observación
USR_0263,7496112.61,0.5311,8,0.8453,1.0908,En riesgo
USR_0264,3970280.3,0.4115,6,0.4,1.1695,En riesgo
USR_0265,2197353.77,0.8759,13,0.5576,1.1143,En observación
USR_0266,11591540.77,0.9137,9,0.8194,1.0238,En riesgo
USR_0267,10442177.51,0.7987,9,0.8327,0.3443,En riesgo
USR_0268,5649689.54,0.5692,12,0.6502,1.1822,En riesgo
USR_0269,6749676.57,0.0666,0,0.8351,0.564,En observación
USR_0270,5077485.83,0.413,2,0.5263,0.9546,En observación
USR_0271,2628265.55,0.2535,5,0.3033,0.7561,Saludable
USR_0272,1732489.57,0.0178,13,0.7351,1.1399,En riesgo
USR_0273,5232039.89,0.931,1,0.7325,0.3482,En riesgo
USR_0274,6328397.54,0.273,1,0.286,0.5549,En observación
USR_0275,12428064.75,0.6186,12,0.6913,0.7509,En riesgo
USR_0276,8407450.01,0.5163,2,0.7993,0.5308,En observación
USR_0277,12912561.32,0.1392,6,0.2343,0.4085,Saludable
USR_0278,8440740.51,0.7584,0,0.7155,1.2253,En riesgo
USR_0279,7366312.38,0.1731,10,0.4404,1.0459,En riesgo
USR_0280,9839866.62,0.4158,4,0.2273,0.336,En observación
USR_0281,12675659.08,0.5914,9,0.6552,0.5105,En observación
USR_0282,10810902.48,0.3098,1,0.3284,0.9791,En observación
USR_0283,11734661.39,0.4293,1,0.7467,0.5433,En observación
USR_0284,14293394.63,0.3572,13,0.3671,1.2176,En observación
USR_0285,2277913.7,0.4274,6,0.3328,1.1507,En riesgo
USR_0286,10900010.1,0.0867,0,0.751,1.2632,En riesgo
USR_0287,10960336.02,0.0798,4,0.4348,0.6629,Saludable
USR_0288,8189646.13,0.361,3,0.8535,0.335,En observación
USR_0289,11815390.61,0.7227,3,0.6574,0.9856,En observación
USR_0290,10655630.38,0.027,2,0.5817,1.0654,En riesgo
USR_0291,13560235.13,0.7897,9,0.4764,0.9084,En riesgo
USR_0292,1754741.94,0.7619,14,0.2793,1.1427,En riesgo
USR_0293,4767386.28,0.2847,1,0.6837,0.9826,En observación
USR_0294,12814166.0,0.1326,0,0.272,0.3775,En observación
USR_0295,9386980.69,0.1893,3,0.2508,0.6547,Saludable
USR_0296,1575394.62,0.5532,8,0.4792,1.0504,En riesgo
USR_0297,2209816.36,0.0895,10,0.6189,0.5017,Saludable
USR_0298,2226660.46,0.0209,6,0.6175,0.8007,Saludable
USR_0299,14746227.05,0.8311,14,0.7158,0.994,En riesgo
USR_0300,5848529.96,0.104,6,0.861,0.3193,Saludable
USR_0301,14522364.11,0.1493,13,0.6025,0.4768,Saludable
USR_0302,9370487.45,0.5401,9,0.4437,0.9574,En observación
USR_0303,1415932.99,0.0644,0,0.5426,0.7887,En observación
USR_0304,2269744.4,0.1908,8,0.6021,1.0684,En riesgo
USR_0305,5185846.13,0.409,9,0.2106,0.7492,En observación
USR_0306,7163019.98,0.5519,5,0.2515,0.4897,En observación
USR_0307,5862383.62,0.0779,3,0.6442,0.9724,En observación
USR_0308,10582309.32,0.2654,7,0.6709,0.8887,En observación
USR_0309,4284282.81,0.8472,14,0.5257,0.9567,En riesgo
USR_0310,3224467.95,0.8409,9,0.8762,0.8143,En riesgo
USR_0311,7736937.63,0.7555,10,0.4099,0.4818,En riesgo
USR_0312,7351372.37,0.2444,15,0.5819,0.4798,Saludable
USR_0313,5994083.59,0.9314,1,0.7638,0.6302,En riesgo
USR_0314,5618870.18,0.3831,1,0.5941,0.4872,En observación
USR_0315,12248606.46,0.9722,13,0.7107,0.5502,En riesgo
USR_0316,11193544.73,0.575,12,0.2139,0.8412,En observación
USR_0317,14401087.84,0.3913,1,0.4217,0.4263,En observación
USR_0318,7879833.09,0.5253,12,0.8822,0.9889,En observación
USR_0319,13551451.97,0.6994,15,0.7788,0.4563,En riesgo
USR_0320,5944618.07,0.725,6,0.5939,0.5494,En riesgo
USR_0321,12474370.66,0.1105,11,0.5402,0.722,Saludable
USR_0322,2663175.22,0.9382,5,0.4264,0.6515,En riesgo
USR_0323,2073805.61,0.986,1,0.2988,0.4259,En riesgo
USR_0324,7448455.59,0.5155,3,0.6716,1.0292,En observación
USR_0325,10729626.44,0.114,4,0.5457,1.056,En riesgo
USR_0326,8391207.8,0.2856,0,0.527,1.0048,En observación
USR_0327,5462044.57,0.3153,15,0.3806,0.4527,En observación
USR_0328,13437460.62,0.7319,5,0.5762,0.7692,En riesgo
USR_0329,8256278.7,0.6363,2,0.2421,1.2729,En riesgo
USR_0330,7623057.79,0.9265,2,0.811,0.7095,En riesgo
USR_0331,3539378.21,0.7566,14,0.7883,1.1324,En riesgo
USR_0332,10415568.14,0.6658,0,0.2751,0.3926,En riesgo
USR_0333,11033944.64,0.0696,0,0.4328,1.2449,En riesgo
USR_0334,1387425.91,0.3491,7,0.4467,1.0742,En riesgo
USR_0335,1619827.94,0.673,2,0.8836,0.5163,En riesgo
USR_0336,3143038.79,0.5207,4,0.2541,0.5579,En observación
USR_0337,2500268.83,0.3152,5,0.4556,0.758,En observación
USR_0338,11582587.91,0.7927,7,0.8787,0.5962,En riesgo
USR_0339,9857077.68,0.4201,0,0.5473,0.761,En observación
USR_0340,10975793.8,0.0897,11,0.3075,1.0644,En riesgo
USR_0341,11191136.3,0.565,14,0.3028,0.8731,En observación
USR_0342,14689145.04,0.2369,13,0.6499,0.758,Saludable
USR_0343,13132552.99,0.926,8,0.2272,1.2571,En riesgo
USR_0344,1838662.34,0.8813,2,0.4722,0.4191,En riesgo
USR_0345,2310116.16,0.1565,8,0.8004,0.8509,En observación
USR_0346,6867789.66,0.8383,6,0.5627,0.8218,En riesgo
USR_0347,8644194.11,0.5177,9,0.6817,1.0048,En observación
USR_0348,5629985.53,0.5757,14,0.3434,1.1947,En riesgo
USR_0349,14014767.35,0.9759,15,0.3044,1.1376,En riesgo
USR_0350,13386977.16,0.4661,3,0.8219,1.1513,En riesgo
USR_0351,7180463.89,0.7587,6,0.5085,0.9764,En riesgo
USR_0352,3620362.48,0.5132,11,0.2681,1.1556,En riesgo
USR_0353,7823766.3,0.8272,2,0.4098,0.589,En riesgo
USR_0354,12234412.1,0.2775,7,0.2574,0.7316,Saludable
USR_0355,12630856.97,0.4734,3,0.7032,0.5253,En observación
USR_0356,3494586.28,0.835,12,0.8288,0.6044,En observación
USR_0357,8102043.55,0.4224,12,0.7749,0.9988,En observación
USR_0358,10752080.32,0.5062,14,0.5423,1.0979,En riesgo
USR_0359,9051786.47,0.8932,2,0.2194,0.4395,En riesgo
USR_0360,9070587.48,0.7378,10,0.2488,1.1599,En riesgo
USR_0361,11933807.58,0.2452,2,0.2282,0.5359,En observación
USR_0362,6363561.09,0.1826,15,0.7291,1.1136,En riesgo
USR_0363,1261847.37,0.5012,9,0.2301,0.728,En observación
USR_0364,2886519.85,0.4312,1,0.5331,0.9536,En observación
USR_0365,3212993.95,0.1852,9,0.8198,0.9785,En observación
USR_0366,12500198.46,0.5638,1,0.5066,1.076,En riesgo
USR_0367,11125905.38,0.1265,3,0.6998,0.3368,Saludable
USR_0368,6414821.84,0.8096,4,0.6398,0.8824,En riesgo
USR_0369,14819270.6,0.8869,15,0.7921,0.6242,En riesgo
USR_0370,9386680.56,0.539,1,0.2926,0.4141,En observación
USR_0371,4519066.19,0.3067,5,0.7498,0.7582,En observación
USR_0372,1718505.82,0.4923,14,0.4272,0.4829,En observación
USR_0373,3175672.97,0.9451,0,0.674,0.887,En observación
USR_0374,11145250.46,0.4219,12,0.4547,0.4291,En observación
USR_0375,7499862.24,0.2717,10,0.2389,1.101,En riesgo
USR_0376,4779499.49,0.582,11,0.8135,1.1432,En riesgo
USR_0377,14338406.17,0.7901,15,0.5667,1.2444,En riesgo
USR_0378,3588987.36,0.258,14,0.7387,1.2621,En riesgo
USR_0379,11958954.11,0.8749,15,0.2087,0.4723,En riesgo
USR_0380,12519028.3,0.3352,12,0.7907,0.973,En observación
USR_0381,5403203.27,0.0356,0,0.6626,0.8512,En observación
USR_0382,4052086.54,0.3403,15,0.7856,1.1145,En riesgo
USR_0383,10102141.15,0.366,5,0.7429,1.1088,En riesgo
USR_0384,9076519.53,0.0105,3,0.5529,0.8267,Saludable
USR_0385,13988637.27,0.0316,15,0.3698,0.9458,En observación
USR_0386,5390420.31,0.8987,1,0.7524,0.8296,En riesgo
USR_0387,1600735.2,0.0405,8,0.2551,0.9801,En observación
USR_0388,6818877.86,0.7262,8,0.6274,0.5248,En riesgo
USR_0389,9660117.96,0.6283,8,0.258,1.1277,En observación
USR_0390,9921013.02,0.557,8,0.5768,0.972,En observación
USR_0391,2572570.04,0.3806,12,0.2062,0.6448,En observación
USR_0392,7863626.07,0.1844,7,0.8971,1.1973,En riesgo
USR_0393,1490913.11,0.8586,13,0.23,0.4709,En riesgo
USR_0394,7171961.99,0.3563,10,0.4382,0.6226,En observación
USR_0395,7057187.67,0.1456,13,0.5212,0.5738,Saludable
USR_0396,14799293.78,0.8248,7,0.581,1.2565,En observación
USR_0397,13436824.09,0.1695,5,0.3197,1.1604,En riesgo
USR_0398,8541786.01,0.4109,4,0.28,1.0403,En riesgo
USR_0399,11826420.47,0.969,1,0.2431,1.1523,En riesgo
USR_0400,14903657.77,0.8164,4,0.4184,1.206,En riesgo
USR_0401,9274378.6,0.2149,8,0.6695,0.3496,Saludable
USR_0402,8706835.39,0.5151,2,0.5669,1.2148,En riesgo
USR_0403,14632632.9,0.2622,15,0.8169,0.8605,En observación
USR_0404,6438354.61,0.0482,6,0.2514,0.7052,Saludable
USR_0405,1751064.21,0.8352,13,0.3676,0.4868,En observación
USR_0406,6105370.64,0.2355,1,0.2503,1.0157,En riesgo
USR_0407,6591695.2,0.7661,13,0.6469,1.0517,En riesgo
USR_0408,11571809.73,0.3307,4,0.2348,0.8241,En riesgo
USR_0409,1653128.92,0.4684,13,0.8712,0.3258,En observación
USR_0410,14863203.99,0.3225,0,0.73,0.4034,En observación
